text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
"1  simply because Yelp doesn't allow negative stars. Hands down one of the worst ""dining"" experiences ever. Seats and table were sticky when we sat down so we moved, not much better at table 2. Overall the entire restaurant feels like it hasn't been cleaned since Bon Jovi had a #1 hit. 

Our appetizer came out ice cold so we sent it back. Came out the second time ice cold so we decided that was enough so we cancelled our other orders and asked for the check. The waitress apologized and said she'd speak to the manager and take care of things on our bill. After serving 2 ice cold appetizers they were so generous to discount them 50%

Avoid this place, terrible service, terrible food",29,C,Pj Dolan's Irish Pub & Grille,Pj Dolan's Irish Pub & Grille,Pj Dolan's Irish Pub & Grille Inc.,1.0,NEGATIVE
"I live about 45 mins away from this location but I make the drive because this one has it together.
 I've been to almost 10 other locations, but this one isn't afraid to fill up your bowl and the line always moves pretty fast...I get in and get my food in a few minutes. This is the best chipotle ever! !",4,A,Chipotle Mexican Grill,Chipotle Mexican Grill,chipotle mexican grill,5.0,POSITIVE
"I can't say enough how I love this restaurant! We have enjoyed every opportunity that we have taken to have a meal at Petra. We have always been greeted with a smile and taken care of with the utmost professionalism and kindness!

The food is amazing, hands down. Fresh and delicious. We have been here 6 times in the last 5 months and no sooner do I finish my meal, than I am looking forward to the next time we return!

The food is the star, make no bones about it!",20,B,Petra Restaurant,Petra Restaurant,Petra Restaurant Inc.,5.0,POSITIVE
Stopped in as we live nearby. Signage isn't great and at first you may not even realize they sell food. Don't make the mistake of walking by. GREAT bakery items (i had a strawberry muffin that was really good.) and many other breakfast and lunch items. We also tried their waffle breakfast which was HUGE. Two large Belgian style waffles with some kind of strawberry sauce and powdered sugar. One of the better waffles I've had in a while. Definitely worth a visit!,30,C,Geoffrey's Floral Design and Bakery Cafe,Geoffrey's Floral Design and Bakery Cafe,Ge0ffrey's Fl0ral Design and Bakery Cafe,5.0,POSITIVE
"My husband and I just love Metro and eat here at least 2 or 3 times a week. We live and work in downtown and were tired of eating the same old things. One night we decided to go and try Metro and we just fell in love. The decor is super cool- very New York. The food is amazing and I cannot rave enough about it. My husband's favorite is the prime rib. My favorites (can't just name one!) are the crab cakes, the filet, and the chicken caesar salad. The salads there are awesome and I love that a salad comes with your meal at no extra charge.The service is great and the staff is always so pleasant and very attentive. The live entertainment is a great plus. My husband and I love to sit and listen to the music while sipping on our cocktails and eating our meal. Lastly, whenever we pick up to go, our little pug gets a special treat too- so thoughtful! All in all, Metro has become our favorite place to eat and we highly recommend it to everyone!

Jessie & Gabor",21,B,The Metro Restaurant & Lounge,The Metro Restaurant & Lounge,The Metro Restaurant & Lounge Inc.,5.0,POSITIVE
"We have eaten at Gator's many times.  The food is generally very good, the service is hit or miss.   Today, the service was most definitely a hit!!!   Sandy was absolutely the most friendly and helpful server we have had here.   Five stars for service today!!!!",36,C,Gator's Dockside - Tampa,Gator's Dockside - Tampa,G@tor's Dockside - T@mp@,5.0,POSITIVE
The Floridian makes the best Cuban sandwich in Tampa. Eat in or take out it's delicious. Perfectly toasted...make sure you get the mustard mayo it adds a kick.,16,B,The Floridian,The Floridian,The Floridi@n,5.0,POSITIVE
"I needed a place in the area, and tested The Grind today.  I was very happy with the overall experience.  

Only negative, directions on service flow would be helpful.  Service staff was attentive and kind.  Owners were directly involved, and very kind to their employees.  The food, my sandwich was good, I would have only liked the shredded cheese melted, it was topped, hoping the heat from the egg would cause the cheese to melt, and the bottom of the croissant toasted missed the mark.   So a delayed result was experienced.  The egg, bacon, and spinach were cooked perfectly.  

I also tasted the pancakes, and they were light and big!   I will certainly return.  The Grind had great traffic, and if they elevate just a tad, it would have earned 5 stars.  I'm a tough cookie to get a 5 star rating from me. Enjoy!",15,B,The Grind Coffee Bar & Cafe at Westchase,The Grind Coffee Bar & Cafe at Westchase,The Grind Coffee B@r & C@fe @t Westch@se,4.0,NEGATIVE
"This place was awesome.  Came here for our anniversary dinner. The location was a bit hard for us to find originally so for all of you wondering where it is, it's actually inside the big ""can"" shaped building, not the little building adjacent to it.  You park in a parking garage that's a bit underground, take an elevator up a floor and it's right in front of you. The interior is dimly lit (we love that, made it romantic) and there are 2 floors.  There are booths, tables and high top tables as well as a bar. We started with the calamari which was honestly the best I have ever had.  It's served with fried red bell peppers, marinara and lemon. The bread is deliciously crusty topped with herbs and butter.  I had the crab cakes and my husband had the 22 oz ribeye. For sides we selected grilled asparagus and the Malio's potato dish which is amazingly delicious.  It has smoked Gouda cheese, lump crab and truffle oil in it.  Our server was polite and attentive.  She wished us well.  The manager helped box our leftovers. She seemed very warm and genuine. The best part is we now have dinner for tomorrow night too :)  We can't wait to come back here",31,C,Malio's Prime Steakhouse,Malio's Prime Steakhouse,Malio's Prim3 St3akhous3,5.0,POSITIVE
"Fresh off the airplane from a coast-to-coast flight, I knew that I had nothing thawed out at home and so I checked through my Yelp bookmarks to find a place that was still open on a Sunday night. Many of my fellow Yelper's have raved about Origami Sushi on Waters Avenue, and since it was on the way home I decided to stop and give it a try.

The restaurant is located in a little strip mall on Waters Avenue on the west side of the Veteran's Expressway. Go past the shopping center with the big Lowe's and Target, and then look for the Walgreen's. The entrance to the strip mall with Origami Sushi is just beyond the Walgreen's.

It was about 8:30 on a Sunday night, the restaurant was fairly empty, but the sushi cooks were still assembling a lot of to-go orders, and the servers were zipping around refilling drinks and clearing empty plates.

I ordered a bowl of miso soup, and then the Spider Roll, and the Volcano Roll. The miso soup was mostly broth -- a little light on the wakame seaweed and tofu, but the broth was very flavorful and it was served hot.

The Spider Roll is made with fried soft-shell crab, krab stick, avocado, cucumber, and the outside is dusted with sesame seeds. The Volcano Roll is baked spicy salmon, avocado, cucumber, and then a baked topping of krab stick, crunchies, scallions, fish roe, sesame seeds, spicy mayo and hot chili paste. Both rolls were very tasty, and I saw several other items on the menu that looked like good options for future visits including the Scorched Earth and the Lava rolls.

The server told me that they have a lot of lunch specials, so I'll have to go back there for lunch some time.",28,C,Origami Sushi,Origami Sushi,Origami Sushi Inc.,4.0,NEGATIVE
Had the same experience as others fries stale and old. Even the wings tasted as if they were out for 2 days lol. I reordered on DoorDash now waiting for the food to get here let's see if it's better... I'll be posting an update shortly,2,A,It's Just Wings,It's Just Wings,It'sJustWings,1.0,NEGATIVE
"Best greek food ever , by far the most authentic in tampa ,prices are great and the staff was awesome,im gonna take my whole family there ,absolutely would recommend  everyone to visit this spot !!",39,C,Little Greek Restaurant,Little Greek Restaurant,Littl3 Gr33k R3staurant,5.0,POSITIVE
"Eats has a menu that seems to list every combination of popular traditional entries from New York strip to rib-eye to sirloin and crab cake.  There are some six fish entries including mahi or shrimp tacos.

The lunch menu is filled with salads and huge sandwiches escorted with crisp fries.  I like the Midwest BLT and the fried pork chop sandwich, but I asked for the Signature Spicy sauce on the side.  Good service and decent prices.

This is a small building with only so much parking in back.  There is a large parking lot next door at the Kidney Foundation, but they share parking with a burger place.  I suggest come early if parking is your concern.",38,C,EATS! American Grill,EATS! American Grill,EATS! Americ@n Grill,4.0,NEGATIVE
