text,SCORE,GRADE,name,matched_name,DBA,review_stars
"Awesome place. Thanks to other reviewers because of reading on yelp this is why we stopped in.  The crepes were outstanding and creative. The staff was friendly and attentive. I had the spinach feta crepe and it was delicious.  The line was out the door when we arrived, but we only waited maybe 20 minutes for a table.  The food took awhile to arrive but that's just how it works when everything is made fresh to order... I highly recommend you check this place out.",21,B,La Creperia Cafe,La Creperia Cafe,La Creperia Cafe,5.0
"Pedro And Cary. Not to be confused with that evil corporation (Enron And Cary), the place that sells replacement arm joints (Elbow And Cary), or a cheap motel just outside town (Bedbug And Cary).

I'm going to Cary on with my reviews by voting for Pedro. One of these guys may be as short as Napoleon but their products are Dynamite.

Just don't try and bring a pool stick in here, because they have a Cue Ban in effect.

My notes said: Wonderful cafe with good Flan, but the star was the piping hot perfect Guava pastry that rocked my world, and very delicious scalding coffee too. Good prices, great service.

To elaborate: I absolutely love this little unassuming, undiscovered, unexplored place... in fact I love it little bit too much. The people serving are absolutely wonderful, and were super happy to have me here, and super friendly. Of every Cuban place I've ever been to they might be the friendliest, and definitely top 5 along with the Cuban burger place in Miami for example. They're definitely right up there.

Not to be confused with my out of town letter-writing friend (Penpal And Cary), my email that won't send (Pending And Cary), my libido (Lead In My Pencil And Cary), and Barbie's fave pampering activity (Pedicure And Cary).

I'll definitely be back here absolutely every time I'm in town, and all the products they serve are top-notch and amazing. I would give them five stars for any one of them and all of them combined should get more like 15 stars really. Extra credit to them for being genius enough to sell me on the guava pastry, which I wasn't really looking at, but once they gave me the heads up that they were fresh and hot, I tried one and fell madly in love with it, to the extent that I just bought a ring and I'm going to propose.

So now let's propose a toast. I mean propose to our toast. I mean, if we're proposing to guava pastries, we may as well propose to toast as well, right? 

Seriously. Make sure you come here when you're in town - amazing stuff and it's dirt cheap as well. Plus it was one of the best Cuban coffees I had in my whole time in Florida.

Now that you've enjoyed my flow, it's time for me to rida off into the sunset with my coffee and my pastry de Guayaba. Aba nice day, and if you're single, take a chance on me.

Not to be confused with a steak place (Welldone And Cary), an overpriced chain selling animal food (Petco And Cary), and the maximum security section at the state pen (Pedo And Cary).",1,A,Pedro & Cary Cuban Cafe,Pedro & Cary Cuban Cafe,P3dro & Cary Cuban Caf3,5.0
"This subway used to be hands-down the best subway I had ever been to. Clean, friendly people and a great manager, Tony. Tony is gone now and this place has gone downhill fast. Today was the last straw. The guy in front of me ordered six sandwiches. Two employees were making the sandwiches and a manager walked in pissed off about something. He was rude to the guy in front of me and he was rude to me. He slap the bread down on the counter, he started throwing food back into the containers  and was touching everything with his gloves on. He even tightened a screw in the oven with a knife and then set it down to be used to cut the sandwich. I told the manager I couldn't believe he was throwing food around and I do not want the sandwiches. ""He told me to get out and never come back"". I said something back to him that I will not repeat. One thing is for certain, I will not be going back. Best of luck.",37,C,Subway,Subway,subway,1.0
"Amazing service. Everyone was real nice and welcoming. The food was great too both in quantity and quality. Also, the prices are great.",32,C,Pach's Place,Pach's Place,Pach's Plac3,4.0
"Another great addition to Grand Central/ Channelside area. The restaurant opened on Monday and had their official family and friends opening on Thu night and the place could not any more crowded. They offered a selection of drinks for an hour for free but if you decided not to stand in line and ordered a drink the price was very reasonable. The interior gives you a feeling of being in a big wood cabin, there is an outside patio which adds to the pet friendly environment of the area. As for the food it has your typical sports bar menu flat breads, burgers, wraps,"" and salads. I had the chicken wrap and even though it was not what I ordered (it was extremely loud and the server could not hear me) it was still good. There was live music on Thursday which made carrying a conversation fairly difficult. So far all the comments have been positive, the staff is friendly and on e the ""new"" effect goes away I think this place will be great hangout and sports watching venue.",4,A,Maloney's Local Irish Pub,Maloney's Local Irish Pub,M@loney's Loc@l Irish Pub,4.0
This place opens up really late and it can get really busy at times too. I would recommend you order your pizza and then go take a walk to the liquor store and grab yourself some alcohol while you're waiting. We're talking like a 90 second walk. It's pretty close. I really appreciate the customer service at the spot. Keep an eye out on all the specials.,30,C,Domino's Pizza,Domino's Pizza,Domino'sPizza,5.0
Sunny Side Up is wonderful. They always have a great selection of handmade items with quality ingredients.  Their Italian Wedding soup is phenomenal!  They also have excellent service.  The folks at Sunny Side Up will go out of their way to make sure you are happy with your meal.  A great local spot for a quick lunch or breakfast. Make sure you check them out!,35,C,Sunny Side Up,Sunny Side Up,Sunny Side Up,5.0
"Really nice spot out on the water... our server was very nice but we waited over an hour to get our food!!! The restaurant did bring us a dessert ""tour of Tampa"" to ""compensa"" unfortunately it was pretty gross, tasted as if it was out of a box. I enjoyed the lobster dish, but my wife had the pork chop and the cous cous was super dry.... wish it was better, because the location it awesome.",4,A,Anchor and Brine,Anchor and Brine,Anch0r and Brine,3.0
We came for their  hamburgers but decided on the bbq ribs. And boy are we glad we did as they were excellent. Perfectly cooked and prepared. Very tender and lots of meat on the bones. Surprisingly better than I've had in bbq houses.,5,A,Ruby Tuesday,Ruby Tuesday,Ruby Tuesd@y,4.0
"When I saw a Keke's opening up in my neck of the woods I was excited to check it out. I had only ever been to their Orlando location and my honey had never been at all. We went to check it out on a Sunday Morning around 11:30ish and had a 15-20 minute wait, considering how busy they were and that it took my honey a while to find parking this was not too bad. We were seated and our server came by to introduce himself, he was really nice and informed us he would give us a minute to look over the menu and bring us some waters. When he came back we were ready. Honey got the Omelette and added some tomato slices on the side (this is his thing). I got a platter that included eggs, bacon and pancakes. We both really wanted pancakes and didn't want to have a whole meal centered on pancakes so I opted for this platter so that he could have a pancake and I could have a few bites and get my fix. The food was good, pretty standard. I do have to say the pancakes were amazing. They were perfectly fluffy, we really enjoyed them and even commented on how yummy it was. It was a pretty uneventful visit. Our server checked on us a few times, and finally got our check and we left feeling full and satisfied. 

I do not believe they have any alcohol, I do not recall seeing mimosas or bloody Marys on the menu. We only got coffee and water anyhow.",29,C,Keke's Breakfast Cafe,Keke's Breakfast Cafe,Keke's Breakfast Cafe,4.0
